Rooms,Bathroom,Landsize,Lattitude,Longtitude
2,1.0,477.0,-37.7503,144.911
2,1.0,206.0,-37.7426,144.9
4,2.0,601.0,-37.7434,144.9256
3,1.0,855.0,-37.7432,144.8947
2,1.0,225.0,-37.7548,144.9113
4,1.0,700.0,-37.755,144.9233
2,1.0,0.0,-37.7461,144.9058
4,2.0,705.0,-37.7497,144.9089
3,1.0,420.0,-37.7441,144.9041
3,1.0,687.0,-37.7442,144.9045
3,1.0,175.0,-37.7393,144.894
2,1.0,0.0,-37.7444,144.9116
3,1.0,388.0,-37.7508,144.9163
3,1.0,253.0,-37.7397,144.898
2,1.0,0.0,-37.7554,144.9127
2,1.0,0.0,-37.7494,144.921
4,2.0,0.0,-37.7465,144.91
4,3.0,519.0,-37.7517,144.9086
4,1.0,638.0,-37.7523,144.9052
3,2.0,383.0,-37.7565,144.9241
2,1.0,0.0,-37.7461,144.9079
2,1.0,0.0,-37.7534,144.9242
3,2.0,605.0,-37.7546,144.9042
2,1.0,0.0,-37.7412,144.8974
2,1.0,121.0,-37.7401,144.8923
2,1.0,0.0,-37.745,144.915
2,1.0,250.0,-37.7457,144.9061
2,1.0,201.0,-37.7454,144.928
2,1.0,0.0,-37.7558,144.9233
4,2.0,715.0,-37.7582,144.9128
2,1.0,0.0,-37.7488,144.9165
4,1.0,650.0,-37.7452,144.8941
3,1.0,687.0,-37.7585,144.9316
3,2.0,858.0,-37.7417,144.8961
3,1.0,300.0,-37.7548,144.9315
3,1.0,325.0,-37.7525,144.9232
6,2.0,870.0,-37.7517,144.9018
2,1.0,0.0,-37.754,144.9209
2,1.0,170.0,-37.7475,144.8959
1,1.0,0.0,-37.7523,144.9221
3,2.0,563.0,-37.7579,144.9114
3,2.0,580.0,-37.753,144.891
3,1.0,862.0,-37.7399,144.8964
3,2.0,247.0,-37.7462,144.8949
2,1.0,0.0,-37.7543,144.9066
2,1.0,1011.0,-37.7556,144.9132
5,3.0,657.0,-37.7548,144.9098
3,2.0,440.0,-37.7524,144.9074
3,1.0,605.0,-37.7541,144.9265
3,1.0,429.0,-37.7453,144.9183
3,1.0,618.0,-37.7442,144.9249
2,1.0,414.0,-37.7466,144.8941
3,1.0,0.0,-37.7566,144.9155
3,1.0,0.0,-37.752,144.9079
4,2.0,411.0,-37.757,144.9251
3,2.0,400.0,-37.7542,144.9117
4,1.0,533.0,-37.7509,144.8922
2,1.0,0.0,-37.7482,144.908
3,2.0,625.0,-37.7489,144.9073
2,1.0,0.0,-37.7451,144.9145
2,1.0,0.0,-37.7428,144.9086
3,2.0,758.0,-37.7401,144.9013
2,1.0,999.0,-37.7396,144.90200000000004
1,1.0,0.0,-37.7428,144.9086
3,1.0,766.0,-37.7388,144.9006
2,1.0,88.0,-37.7389,144.8998
5,3.0,463.0,-37.7379,144.9022
2,1.0,0.0,-37.7433,144.9074
3,2.0,0.0,-37.7364,144.8977
4,2.0,607.0,-37.7371,144.8973
3,2.0,189.0,-37.7374,144.9006
3,2.0,10100.0,-37.7376,144.8954
3,2.0,327.0,-37.7723,145.0179
3,1.0,309.0,-37.7828,145.0154
3,1.0,530.0,-37.7788,145.0203
3,1.0,235.0,-37.7698,145.0183
2,1.0,537.0,-37.7689,145.0177
4,2.0,381.0,-37.7735,145.0192
2,1.0,0.0,-37.7755,145.0178
2,1.0,0.0,-37.7845,145.0105
3,1.0,185.0,-37.7665,145.0175
2,1.0,0.0,-37.7719,145.0195
2,1.0,66.0,-37.7722,145.0178
2,1.0,0.0,-37.7782,145.0162
2,1.0,116.0,-37.7818,145.0161
4,2.0,490.0,-37.7749,145.0242
2,1.0,0.0,-37.7762,145.0213
3,2.0,743.0,-37.7728,145.026
2,1.0,1658.0,-37.7781,145.0157
1,1.0,0.0,-37.7839,145.0171
3,2.0,170.0,-37.7674,145.0209
3,2.0,735.0,-37.7706,145.0225
3,1.0,553.0,-37.7728,145.0214
4,3.0,575.0,-37.7671,145.0176
2,1.0,285.0,-37.774,145.0244
3,1.0,630.0,-37.7713,145.0196
2,1.0,140.0,-37.7697,145.0203
3,1.0,382.0,-37.7696,145.0188
2,1.0,0.0,-37.7845,145.0105
3,1.0,0.0,-37.7714,145.0173
2,1.0,0.0,-37.7732,145.0193
3,1.0,453.0,-37.7772,145.0232
2,1.0,0.0,-37.7682,145.0209
3,1.0,590.0,-37.7673,145.02100000000004
3,1.0,496.0,-37.7737,145.018
2,1.0,128.0,-37.7941,144.9802
3,2.0,0.0,-37.8029,144.975
2,1.0,0.0,-37.7941,144.9802
2,1.0,0.0,-37.7988,144.9772
4,1.0,186.0,-37.8048,144.9806
1,1.0,87.0,-37.8019,144.9821
2,1.0,0.0,-37.8006,144.9814
3,2.0,0.0,-37.7951,144.9776
2,2.0,0.0,-37.7953,144.9775
4,4.0,337.0,-37.8052,144.9739
3,2.0,138.0,-37.795,144.9806
3,2.0,187.0,-37.8003,144.9806
3,1.0,113.0,-37.7966,144.9821
2,1.0,95.0,-37.8032,144.9825
2,1.0,141.0,-37.7946,144.9765
4,1.0,177.0,-37.7999,144.9759
1,1.0,0.0,-37.7941,144.9802
2,1.0,0.0,-37.799,144.9756
1,1.0,0.0,-37.7974,144.9799
4,2.0,132.0,-37.8004,144.9768
3,2.0,261.0,-37.803,144.9806
3,2.0,2782.0,-37.8005,144.9787
2,1.0,0.0,-37.7967,144.9836
2,1.0,106.0,-37.7968,144.9781
2,2.0,0.0,-37.8035,144.9826
2,1.0,157.0,-37.7941,144.98
1,1.0,782.0,-37.8055,144.9809
2,1.0,0.0,-37.7967,144.9836
1,1.0,0.0,-37.7964,144.9839
2,2.0,64.0,-37.7956,144.9804
2,1.0,0.0,-37.7953,144.9775
2,1.0,0.0,-37.8024,144.9835
4,3.0,286.0,-37.7999,144.9755
2,1.0,67.0,-37.7969,144.9759
2,2.0,4332.0,-37.7846,144.9785
2,1.0,104.0,-37.7927,144.9796
2,1.0,107.0,-37.7898,144.9794
2,1.0,152.0,-37.791,144.9809
4,2.0,266.0,-37.7797,144.9861
2,3.0,2778.0,-37.7903,144.9859
2,2.0,4296.0,-37.7846,144.9785
3,2.0,177.0,-37.7851,144.9934
1,1.0,0.0,-37.7925,144.9786
3,1.0,249.0,-37.7754,144.9806
2,2.0,134.0,-37.7916,144.9784
2,1.0,150.0,-37.7833,144.9819
3,2.0,112.0,-37.7912,144.9825
3,1.0,197.0,-37.7835,144.9816
2,2.0,0.0,-37.7903,144.9859
2,1.0,122.0,-37.7818,144.9863
2,2.0,4296.0,-37.7846,144.9785
3,1.0,275.0,-37.7779,144.9862
3,1.0,176.0,-37.7892,144.9773
3,1.0,148.0,-37.7835,144.9799
3,3.0,188.0,-37.7829,144.9788
5,2.0,818.0,-37.7749,144.9864
2,1.0,145.0,-37.791,144.9779
4,2.0,233.0,-37.7786,144.9818
4,2.0,445.0,-37.786,144.9864
4,2.0,188.0,-37.7815,144.9869
2,1.0,143.0,-37.7887,144.9888
2,1.0,223.0,-37.7829,144.9782
3,2.0,104.0,-37.7813,144.9834
3,1.0,378.0,-37.7739,144.9819
2,1.0,148.0,-37.7841,144.9793
3,2.0,240.0,-37.782,144.9834
2,1.0,136.0,-37.7819,144.9824
2,2.0,0.0,-37.7761,144.9792
3,1.0,0.0,-37.7899,144.9869
2,1.0,0.0,-37.7918,144.9824
4,3.0,127.0,-37.7855,144.9789
2,1.0,106.0,-37.7823,144.9864
3,2.0,77.0,-37.7923,144.9776
3,1.0,225.0,-37.7852,144.9868
2,1.0,487.0,-37.7737,144.9822
1,1.0,0.0,-37.782,144.9896
2,1.0,0.0,-37.7848,144.9806
1,1.0,153.0,-37.7851,144.9784
3,1.0,475.0,-37.7786,144.9846
2,1.0,100.0,-37.788,144.9791
3,2.0,357.0,-37.7778,144.9824
3,1.0,370.0,-37.7794,144.9892
3,1.0,203.0,-37.7834,144.9862
4,2.0,197.0,-37.7828,144.9832
2,1.0,4296.0,-37.7846,144.9785
3,2.0,127.0,-37.7851,144.9809
3,1.0,309.0,-37.776,144.9832
3,2.0,202.0,-37.7835,144.9867
3,2.0,0.0,-37.7918,144.9824
3,1.0,193.0,-37.7836,144.985
2,1.0,0.0,-37.7794,144.989
2,1.0,0.0,-37.777,144.9838
2,1.0,204.0,-37.7824,144.9801
3,2.0,118.0,-37.7839,144.9807
2,1.0,160.0,-37.783,144.9866
2,1.0,168.0,-37.7835,144.9339
2,1.0,0.0,-37.7833,144.9255
1,1.0,2077.0,-37.7852,144.9216
2,1.0,0.0,-37.7833,144.9255
1,1.0,0.0,-37.7839,144.9347
3,2.0,167.0,-37.7869,144.9228
2,1.0,0.0,-37.7825,144.9239
2,1.0,0.0,-37.7852,144.9223
3,1.0,294.0,-37.7856,144.9292
3,1.0,272.0,-37.7857,144.931
2,1.0,193.0,-37.7861,144.9238
2,1.0,136.0,-37.7839,144.9343
2,1.0,140.0,-37.7867,144.9342
2,1.0,0.0,-37.7826,144.9273
2,1.0,225.0,-37.7849,144.9197
2,1.0,202.0,-37.7849,144.9257
3,1.0,212.0,-37.7818,144.9247
3,1.0,162.0,-37.7869,144.9253
3,1.0,313.0,-37.7853,144.9235
4,1.0,616.0,-37.7837,144.9319
3,2.0,0.0,-37.7826,144.9261
2,1.0,0.0,-37.7833,144.9255
2,1.0,0.0,-37.783,144.93200000000004
1,1.0,0.0,-37.7854,144.9326
2,2.0,0.0,-37.784,144.9356
2,1.0,0.0,-37.7838,144.9273
1,1.0,0.0,-37.7826,144.9311
3,2.0,179.0,-37.7857,144.9305
2,1.0,165.0,-37.7847,144.9341
3,1.0,402.0,-37.7867,144.9249
3,2.0,162.0,-37.7866,144.9343
1,1.0,818.0,-37.788,144.9306
2,1.0,0.0,-37.7857,144.9244
3,1.0,244.0,-37.7823,144.9278
2,1.0,0.0,-37.783,144.93200000000004
3,1.0,259.0,-37.7955,144.9063
1,1.0,0.0,-37.7911,144.89
4,2.0,319.0,-37.7943,144.8875
2,1.0,0.0,-37.7963,144.8853
3,1.0,292.0,-37.797,144.9051
3,1.0,164.0,-37.7959,144.8863
3,2.0,497.0,-37.7958,144.9024
4,2.0,154.0,-37.7983,144.8911
1,1.0,0.0,-37.7907,144.8924
3,2.0,204.0,-37.8012,144.8921
1,1.0,0.0,-37.7907,144.8924
4,2.0,250.0,-37.7959,144.8989
2,1.0,2794.0,-37.8044,144.9064
2,1.0,47.0,-37.8014,144.8959
2,1.0,556.0,-37.7919,144.8854
1,1.0,0.0,-37.7964,144.9027
3,1.0,361.0,-37.7913,144.8879
1,1.0,665.0,-37.7978,144.8918
2,1.0,0.0,-37.7906,144.8856
2,1.0,215.0,-37.7922,144.891
3,1.0,585.0,-37.7941,144.8924
3,1.0,413.0,-37.7931,144.893
2,1.0,0.0,-37.8006,144.881
3,1.0,0.0,-37.7962,144.8851
4,1.0,411.0,-37.7969,144.9049
3,1.0,0.0,-37.7949,144.9007
4,1.0,277.0,-37.7901,144.8883
2,1.0,210.0,-37.7969,144.88299999999995
2,1.0,0.0,-37.7891,144.8912
4,2.0,0.0,-37.7923,144.8848
3,2.0,164.0,-37.7948,144.8868
3,2.0,197.0,-37.8021,144.8924
2,1.0,657.0,-37.7909,144.8884
3,2.0,8680.0,-37.8016,144.9082
3,1.0,265.0,-37.7975,144.8894
2,1.0,0.0,-37.8042,144.9049
2,1.0,111.0,-37.7969,144.8852
2,1.0,162.0,-37.796,144.899
4,1.0,633.0,-37.802,144.889
3,1.0,451.0,-37.8023,144.8915
3,1.0,323.0,-37.7935,144.8893
2,1.0,0.0,-37.7903,144.891
2,1.0,0.0,-37.8017,144.8957
2,2.0,65.0,-37.7881,144.8838
2,1.0,184.0,-37.7988,144.90200000000004
1,1.0,0.0,-37.8006,144.881
2,1.0,207.0,-37.7975,144.8855
3,1.0,246.0,-37.8012,144.8924
1,1.0,0.0,-37.8053,144.9029
3,2.0,384.0,-37.7976,144.8976
3,1.0,242.0,-37.7956,144.8848
2,2.0,0.0,-37.8025,144.9073
2,1.0,0.0,-37.7878,144.8919
1,1.0,59.0,-37.7903,144.8899
3,2.0,322.0,-37.7963,144.8862
3,2.0,122.0,-37.8021,144.8976
1,1.0,0.0,-37.7878,144.8904
3,1.0,262.0,-37.8022,144.8924
2,1.0,0.0,-37.7992,144.8961
2,1.0,253.0,-37.7968,144.8887
3,2.0,0.0,-37.8016,144.9082
2,1.0,212.0,-37.7903,144.8879
2,1.0,320.0,-37.7964,144.8871
2,1.0,313.0,-37.7966,144.9016
4,2.0,0.0,-37.7905,144.8882
2,1.0,222.0,-37.7962,144.8844
2,1.0,132.0,-37.7946,144.8903
2,1.0,258.0,-37.7959,144.8901
1,1.0,1783.0,-37.7949,144.9007
3,1.0,125.0,-37.7922,144.8831
3,1.0,190.0,-37.795,144.88299999999995
2,1.0,882.0,-37.7899,144.893
3,1.0,211.0,-37.8059,144.901
2,1.0,0.0,-37.8012,144.8964
3,2.0,196.0,-37.7987,144.9034
3,1.0,0.0,-37.7952,144.909
2,1.0,0.0,-37.789,144.8932
2,1.0,260.0,-37.7969,144.9042
2,1.0,130.0,-37.7988,144.9045
3,2.0,112.0,-37.8001,144.8797
2,1.0,238.0,-37.7946,144.8944
4,2.0,319.0,-37.7943,144.8875
2,1.0,0.0,-37.789,144.8932
3,1.0,268.0,-37.7942,144.8933
3,2.0,458.0,-37.7942,144.8832
2,2.0,0.0,-37.8006,144.9053
4,2.0,369.0,-37.7914,144.8957
3,2.0,102.0,-37.7987,144.8807
4,1.0,799.0,-37.7958,144.9001
2,1.0,355.0,-37.7931,144.8938
2,1.0,274.0,-37.7939,144.8846
3,2.0,680.0,-37.854,145.0832
2,1.0,653.0,-37.8573,145.077
4,3.0,856.0,-37.8628,145.0436
5,3.0,919.0,-37.8637,145.0438
4,2.0,868.0,-37.8522,145.0893
4,2.0,739.0,-37.8513,145.0601
2,1.0,0.0,-37.8555,145.0889
4,2.0,1318.0,-37.853,145.0491
3,1.0,627.0,-37.8599,145.0898
3,2.0,217.0,-37.8639,145.0641
3,1.0,753.0,-37.8543,145.0889
4,4.0,708.0,-37.8646,145.0673
2,1.0,660.0,-37.8536,145.0911
3,2.0,704.0,-37.852,145.0942
5,3.0,619.0,-37.8554,145.0611
4,3.0,638.0,-37.8523,145.0726
4,2.0,630.0,-37.856,145.0691
4,3.0,1258.0,-37.8552,145.082
2,1.0,0.0,-37.8567,145.0435
3,2.0,704.0,-37.852,145.0942
3,2.0,904.0,-37.856,145.0705
3,2.0,745.0,-37.8501,145.059
3,2.0,625.0,-37.8602,145.0925
4,2.0,859.0,-37.8625,145.04399999999995
3,2.0,652.0,-37.8556,145.06799999999996
3,2.0,233.0,-37.8515,145.0938
4,2.0,553.0,-37.8589,145.0413
4,3.0,1184.0,-37.8526,145.0848
2,1.0,0.0,-37.85,145.0461
3,1.0,215.0,-37.85,145.05700000000004
4,2.0,662.0,-37.8588,145.0832
3,1.0,297.0,-37.847,145.0535
6,3.0,650.0,-37.8534,145.0785
3,2.0,281.0,-37.8579,145.0736
4,2.0,630.0,-37.8667,145.0752
2,0.0,207.0,-37.863,145.0501
3,2.0,370.0,-37.8597,145.0883
4,2.0,659.0,-37.8509,145.0916
4,3.0,0.0,-37.8541,145.0643
2,1.0,0.0,-37.8523,145.0936
3,2.0,669.0,-37.8596,145.0871
1,1.0,63.0,-37.8552,145.05
3,2.0,365.0,-37.8526,145.0853
4,3.0,743.0,-37.8566,145.0439
3,1.0,650.0,-37.8571,145.0766
1,1.0,1097.0,-37.8576,145.0452
2,1.0,123.0,-37.8567,145.0666
4,2.0,652.0,-37.8479,145.0557
2,1.0,251.0,-37.8627,145.0402
3,1.0,504.0,-37.8541,145.0544
3,2.0,607.0,-37.8534,145.0735
3,3.0,385.0,-37.8524,145.0425
6,2.0,0.0,-37.8519,145.091
1,1.0,745.0,-37.8505,145.0459
5,3.0,696.0,-37.8563,145.0709
4,0.0,769.0,-37.8628,145.0734
3,2.0,1005.0,-37.8528,145.0487
2,1.0,0.0,-37.8559,145.049
2,1.0,84.0,-37.8517,145.0796
5,3.0,650.0,-37.8534,145.0785
4,3.0,650.0,-37.8581,145.078
2,1.0,0.0,-37.8566,145.0454
3,2.0,278.0,-37.8574,145.0496
3,2.0,328.0,-37.8529,145.0605
2,1.0,334.0,-37.8577,145.0576
2,1.0,1069.0,-37.8547,145.0457
2,0.0,0.0,-37.85,145.0465
4,2.0,342.0,-37.8622,145.0634
2,1.0,412.0,-37.8541,145.05100000000004
3,1.0,652.0,-37.8552,145.0785
5,4.0,802.0,-37.8627,145.0719
3,2.0,885.0,-37.8577,145.0421
4,3.0,366.0,-37.8503,145.0586
1,1.0,0.0,-37.8588,145.0512
4,2.0,733.0,-37.8561,145.0864
5,3.0,778.0,-37.8582,145.0715
3,1.0,557.0,-37.8556,145.0499
3,1.0,603.0,-37.8503,145.0754
3,1.0,650.0,-37.8505,145.0852
2,1.0,0.0,-37.8517,145.0459
3,1.0,821.0,-37.8581,145.0685
2,2.0,718.0,-37.858,145.0696
3,2.0,668.0,-37.8489,145.0711
5,3.0,642.0,-37.859,145.0656
5,4.0,830.0,-37.8563,145.072
4,3.0,840.0,-37.8538,145.0641
2,1.0,0.0,-37.8566,145.0553
5,2.0,400.0,-37.8572,145.0555
2,1.0,0.0,-37.8506,145.0465
2,1.0,166.0,-37.863,145.0631
3,2.0,541.0,-37.8628,145.0486
4,3.0,677.0,-37.8476,145.0554
2,1.0,0.0,-37.8488,145.0573
4,2.0,775.0,-37.8561,145.0934
3,1.0,700.0,-37.8553,145.0711
3,1.0,609.0,-37.8542,145.0733
4,2.0,548.0,-37.8536,145.0547
1,1.0,602.0,-37.8597,145.0571
2,1.0,0.0,-37.8468,145.0515
3,1.0,401.0,-37.8471,145.05100000000004
4,3.0,603.0,-37.8521,145.0657
2,1.0,553.0,-37.8464,145.0511
2,1.0,0.0,-37.8572,145.0423
3,1.0,762.0,-37.8575,145.0554
3,1.0,685.0,-37.8538,145.0842
2,1.0,0.0,-37.8555,145.0518
3,1.0,615.0,-37.8578,145.0919
3,2.0,307.0,-37.8531,145.086
1,1.0,805.0,-37.8592,145.0484
4,2.0,706.0,-37.8573,145.0904
5,3.0,696.0,-37.8478,145.0566
5,2.0,654.0,-37.8515,145.0922
4,2.0,645.0,-37.8516,145.061
4,2.0,1485.0,-37.8509,145.0856
2,1.0,0.0,-37.8497,145.0466
5,2.0,1339.0,-37.8649,145.0547
4,2.0,397.0,-37.8578,145.06799999999996
4,3.0,394.0,-37.8523,145.0603
3,1.0,464.0,-37.8539,145.0702
3,2.0,648.0,-37.8547,145.0771
4,2.0,401.0,-37.8583,145.0726
2,1.0,438.0,-37.8511,145.0428
5,3.0,709.0,-37.8529,145.0806
2,1.0,0.0,-37.8578,145.0537
3,1.0,696.0,-37.6972,144.9431
3,1.0,640.0,-37.6979,144.9335
3,2.0,244.0,-37.6969,144.9299
3,1.0,336.0,-37.7088,144.9356
3,1.0,766.0,-37.6988,144.9372
5,3.0,700.0,-37.7095,144.9253
5,3.0,487.0,-37.7088,144.92600000000004
4,2.0,683.0,-37.6964,144.9314
3,1.0,700.0,-37.6988,144.9438
3,2.0,1029.0,-37.7115,144.9147
3,1.0,652.0,-37.7062,144.9261
2,1.0,164.0,-37.7072,144.9252
2,1.0,832.0,-37.7126,144.9122
4,2.0,1011.0,-37.712,144.9127
2,1.0,164.0,-37.7082,144.9178
2,1.0,643.0,-37.6978,144.9276
3,1.0,674.0,-37.7102,144.9362
3,1.0,640.0,-37.6986,144.9243
3,1.0,701.0,-37.6953,144.9397
3,1.0,702.0,-37.6999,144.9387
3,2.0,224.0,-37.702,144.9507
3,2.0,259.0,-37.6977,144.9149
3,1.0,753.0,-37.7065,144.9374
3,1.0,589.0,-37.6993,144.9393
3,2.0,136.0,-37.7112,144.9142
3,1.0,734.0,-37.7007,144.9378
3,1.0,627.0,-37.6974,144.9326
4,1.0,606.0,-37.7104,144.9088
2,1.0,705.0,-37.706,144.9245
3,1.0,667.0,-37.7005,144.9185
3,2.0,805.0,-37.708,144.9211
5,4.0,695.0,-37.7028,144.9377
2,1.0,0.0,-37.711,144.9178
3,1.0,325.0,-37.7001,144.9291
3,1.0,780.0,-37.7,144.9427
2,1.0,0.0,-37.7071,144.9176
3,1.0,624.0,-37.6967,144.9313
3,1.0,320.0,-37.6949,144.9122
3,1.0,616.0,-37.7029,144.9053
3,1.0,0.0,-37.7025,144.9504
2,1.0,200.0,-37.7002,144.9428
3,1.0,700.0,-37.7022,144.924
3,2.0,635.0,-37.7006,144.9239
3,1.0,665.0,-37.6966,144.9331
3,1.0,704.0,-37.7021,144.9136
4,2.0,252.0,-37.7006,144.9299
5,3.0,612.0,-37.7022,144.9054
2,1.0,3056.0,-37.7042,144.9214
3,1.0,706.0,-37.7053,144.9372
2,1.0,1996.0,-37.702,144.9154
4,3.0,0.0,-37.7102,144.9112
3,2.0,780.0,-37.6955,144.9389
3,1.0,187.0,-37.7098,144.9163
3,1.0,265.0,-37.7083,144.9158
3,1.0,650.0,-37.7002,144.9408
2,1.0,125.0,-37.7042,144.9211
2,1.0,253.0,-37.7117,144.9135
3,1.0,796.0,-37.6955,144.9253
4,1.0,630.0,-37.7002,144.9232
2,1.0,307.0,-37.7117,144.9348
3,1.0,541.0,-37.7051,144.9069
3,2.0,212.0,-37.7073,144.9277
3,2.0,190.0,-37.6997,144.9367
4,1.0,586.0,-37.6975,144.9065
4,3.0,693.0,-37.7111,144.9275
3,1.0,599.0,-37.7009,144.9291
3,2.0,585.0,-37.6977,144.9071
4,1.0,695.0,-37.6985,144.9441
3,1.0,677.0,-37.695,144.9271
3,1.0,597.0,-37.7097,144.9351
2,1.0,176.0,-37.7081,144.912
2,1.0,668.0,-37.7067,144.9331
2,2.0,190.0,-37.7072,144.9241
4,2.0,650.0,-37.7004,144.9411
2,1.0,245.0,-37.7076,144.9097
4,2.0,977.0,-37.7063,144.9273
2,1.0,590.0,-37.7072,144.938
4,2.0,602.0,-37.7005,144.9258
3,1.0,705.0,-37.6967,144.9116
2,1.0,172.0,-37.7074,144.9086
3,1.0,258.0,-37.7047,144.9087
3,2.0,215.0,-37.6952,144.9256
3,1.0,348.0,-37.7119,144.9111
3,1.0,657.0,-37.7019,144.9225
3,1.0,781.0,-37.7048,144.9097
2,1.0,155.0,-37.6972,144.9239
4,2.0,768.0,-37.6979,144.9377
4,2.0,624.0,-37.6969,144.9334
3,2.0,608.0,-37.709,144.8925
3,2.0,149.0,-37.7068,144.8963
3,2.0,140.0,-37.7071,144.8959
3,2.0,215.0,-37.709,144.8964
3,2.0,178.0,-37.7087,144.8962
4,2.0,0.0,-37.705,144.9004
4,2.0,453.0,-37.7016,144.8974
3,2.0,691.0,-37.7089,144.8927
3,2.0,175.0,-37.7076,144.8961
3,2.0,367.0,-37.704,144.8989
3,2.0,158.0,-37.7091,144.8958
4,2.0,719.0,-37.7062,144.8978
3,2.0,223.0,-37.704,144.8984
4,2.0,453.0,-37.7016,144.8974
3,1.0,597.0,-37.711,144.9478
3,1.0,724.0,-37.7076,144.9481
2,1.0,394.0,-37.7153,144.9507
3,1.0,604.0,-37.7124,144.9514
4,3.0,591.0,-37.7127,144.9489
3,2.0,592.0,-37.7149,144.9473
3,1.0,608.0,-37.7114,144.9378
5,2.0,590.0,-37.711,144.9481
4,2.0,595.0,-37.7116,144.9468
3,1.0,225.0,-37.7068,144.9467
3,1.0,692.0,-37.7084,144.9412
2,1.0,198.0,-37.7132,144.9488
4,2.0,700.0,-37.7056,144.9384
4,2.0,462.0,-37.7062,144.9387
3,1.0,570.0,-37.7106,144.9491
3,2.0,565.0,-37.7094,144.9377
4,2.0,763.0,-37.7123,144.9426
3,2.0,301.0,-37.715,144.9475
3,1.0,568.0,-37.7077,144.9438
3,1.0,539.0,-37.7098,144.9446
3,1.0,574.0,-37.7157,144.9507
3,2.0,230.0,-37.7073,144.9486
3,1.0,700.0,-37.705,144.9469
4,1.0,700.0,-37.704,144.9399
2,3.0,580.0,-37.7098,144.9424
2,1.0,591.0,-37.7128,144.9471
3,2.0,234.0,-37.707,144.9411
2,1.0,359.0,-37.7133,144.9436
3,1.0,593.0,-37.7133,144.947
4,2.0,302.0,-37.7149,144.9474
3,1.0,557.0,-37.7079,144.9432
3,1.0,610.0,-37.7107,144.9419
2,1.0,249.0,-37.714,144.939
5,2.0,808.0,-37.7091,144.9491
3,2.0,560.0,-37.7136,144.9374
4,2.0,672.0,-37.7083,144.9495
2,1.0,613.0,-37.7099,144.938
4,1.0,588.0,-37.7096,144.9404
2,1.0,137.0,-37.707,144.9413
3,1.0,1020.0,-37.709,144.9434
2,1.0,345.0,-37.7128,144.9496
3,1.0,594.0,-37.709,144.9483
2,1.0,612.0,-37.7109,144.9389
2,1.0,360.0,-37.7074,144.9407
2,1.0,228.0,-37.9355,145.0008
2,1.0,0.0,-37.9419,145.0019
4,3.0,701.0,-37.9419,145.0152
2,1.0,832.0,-37.9387,145.0063
4,3.0,928.0,-37.9389,145.0062
4,2.0,688.0,-37.9319,145.0173
4,2.0,607.0,-37.9324,145.0235
3,2.0,1402.0,-37.9347,144.9963
3,1.0,289.0,-37.9338,145.0226
2,1.0,0.0,-37.939,145.0137
4,1.0,692.0,-37.9386,145.0055
4,2.0,664.0,-37.9394,145.0099
5,2.0,434.0,-37.9361,145.0243
3,1.0,593.0,-37.9399,145.0204
2,1.0,0.0,-37.939,145.0219
3,1.0,765.0,-37.9358,145.018
2,1.0,90.0,-37.9389,145.0186
2,1.0,0.0,-37.9373,145.0027
4,1.0,723.0,-37.9437,145.0175
5,4.0,661.0,-37.9438,145.0184
2,2.0,181.0,-37.9433,145.019
3,2.0,373.0,-37.9395,145.0088
4,3.0,760.0,-37.9326,144.9997
4,3.0,398.0,-37.9381,145.0161
4,3.0,560.0,-37.9333,144.9977
4,3.0,615.0,-37.9429,145.0072
4,3.0,687.0,-37.9312,144.9997
5,2.0,700.0,-37.9419,145.0156
4,2.0,487.0,-37.9356,145.0166
3,1.0,495.0,-37.9428,145.0092
3,1.0,767.0,-37.9365,145.02200000000005
4,2.0,685.0,-37.9412,145.0021
4,1.0,1504.0,-37.944,145.0015
2,1.0,0.0,-37.9339,145.0023
4,2.0,663.0,-37.9323,145.0137
5,3.0,670.0,-37.9427,145.0085
2,1.0,801.0,-37.9348,145.0162
4,2.0,450.0,-37.9341,145.02
2,1.0,162.0,-37.9379,145.0061
2,3.0,245.0,-37.9442,145.0016
3,2.0,357.0,-37.9449,145.0144
2,1.0,319.0,-37.9409,145.0001
3,1.0,195.0,-37.9396,145.0156
3,2.0,413.0,-37.933,144.9975
3,1.0,783.0,-37.9359,145.017
3,2.0,277.0,-37.9393,145.0226
4,2.0,802.0,-37.9379,145.0067
5,2.0,830.0,-37.9386,145.006
5,3.0,760.0,-37.9416,145.0107
2,2.0,225.0,-37.9442,145.0018
3,2.0,211.0,-37.9427,145.0084
3,2.0,0.0,-37.9371,145.0035
5,4.0,1000.0,-37.9332,145.0226
2,1.0,581.0,-37.9323,145.0225
5,2.0,648.0,-37.946,145.0181
3,1.0,569.0,-37.9419,145.01
2,1.0,153.0,-37.9429,145.0049
3,2.0,320.0,-37.9364,145.02100000000004
2,2.0,677.0,-37.9448,145.0186
3,2.0,413.0,-37.9352,145.0009
2,1.0,266.0,-37.9344,145.004
4,2.0,611.0,-37.9446,145.0201
5,3.0,694.0,-37.9372,145.0101
4,3.0,583.0,-37.9336,144.9999
1,1.0,0.0,-37.9414,145.0016
3,2.0,355.0,-37.9391,145.012
2,1.0,282.0,-37.9444,145.0231
4,3.0,627.0,-37.9449,145.0068
2,1.0,0.0,-37.9392,145.0186
2,2.0,0.0,-37.9462,145.0212
2,1.0,3414.0,-37.9395,145.0001
